DATE_DIM,DAY_OF_WEEK,AGE,GENDER,TENURE_IN_DAYS,RESIDENTIAL_STATE,TOTAL_TURNOVER
1/16/2021,7,39,0,2701,0,5
1/16/2021,7,54,0,329,1,246
1/16/2021,7,67,0,295,0,10
1/16/2021,7,79,0,297,0,195
1/16/2021,7,71,0,253,1,140
1/16/2021,7,69,0,295,1,86
1/16/2021,7,37,0,5955,0,430
1/16/2021,7,31,0,1317,0,80
1/16/2021,7,41,0,148,0,6
1/16/2021,7,68,0,3298,0,48
1/16/2021,7,48,0,546,0,5
1/16/2021,7,71,0,5513,0,131.5
1/16/2021,7,30,0,1258,0,22
1/16/2021,7,62,1,1492,0,29
1/16/2021,7,55,0,3918,0,892.63
1/16/2021,7,35,0,1943,0,25
1/16/2021,7,74,0,4077,0,14
1/16/2021,7,72,0,637,0,140
1/16/2021,7,50,0,1604,0,36
1/16/2021,7,46,0,2335,0,160
1/16/2021,7,46,0,8130,0,225
1/16/2021,7,44,0,3511,0,50
1/16/2021,7,53,1,594,0,82
1/16/2021,7,68,0,1205,0,8
1/16/2021,7,67,0,6846,0,390
1/16/2021,7,60,0,3952,0,365
1/16/2021,7,66,0,259,1,79
1/16/2021,7,69,0,1198,0,86.5
1/16/2021,7,64,0,13704,0,589
1/16/2021,7,67,0,11309,0,107.71
1/16/2021,7,49,0,2002,0,70
1/16/2021,7,83,0,12171,0,32
1/16/2021,7,53,1,2852,0,172.5
1/16/2021,7,39,0,4589,0,29.5
1/16/2021,7,20,0,93,1,250
1/16/2021,7,66,0,280,0,30
1/16/2021,7,42,1,855,0,69
1/16/2021,7,77,1,5186,0,11
1/16/2021,7,51,0,10448,0,50
1/16/2021,7,41,0,197,0,71
1/16/2021,7,27,0,74,0,11
1/16/2021,7,71,0,294,0,74
1/16/2021,7,47,0,1114,0,28.5
1/16/2021,7,71,0,976,0,25
1/16/2021,7,57,1,10445,0,33
1/16/2021,7,21,0,19,0,201
1/16/2021,7,56,0,287,0,30.5
1/16/2021,7,45,0,3326,0,169
1/16/2021,7,44,0,4225,0,180
1/16/2021,7,43,1,1210,0,19
1/16/2021,7,59,0,113,0,528
1/16/2021,7,62,1,4936,0,2
1/16/2021,7,58,0,805,1,109
1/16/2021,7,75,0,8874,0,301.48
1/16/2021,7,71,0,522,0,75
1/16/2021,7,69,0,11008,0,109
1/16/2021,7,82,1,11356,0,13
1/16/2021,7,98,1,14486,0,60
1/16/2021,7,44,0,2675,0,1398.9
1/16/2021,7,60,0,6662,0,783.06
1/16/2021,7,23,0,84,0,15
1/16/2021,7,36,0,1166,0,26
1/16/2021,7,66,0,1035,0,118.75
1/16/2021,7,64,0,407,0,14
1/16/2021,7,60,1,3519,0,15
1/16/2021,7,58,0,99,0,87
1/16/2021,7,77,0,5616,0,108
1/16/2021,7,23,0,1225,0,250
1/16/2021,7,60,0,4996,0,43.5
1/16/2021,7,38,0,6876,0,406.5
1/16/2021,7,37,0,77,1,40
1/16/2021,7,53,0,210,0,10
1/16/2021,7,43,0,383,0,380
1/16/2021,7,66,0,6885,0,20
1/16/2021,7,64,0,139,0,89
1/16/2021,7,35,1,5044,0,102.5
1/16/2021,7,78,0,74,0,16
1/16/2021,7,26,0,1395,0,95
1/16/2021,7,54,0,1169,0,1532
1/16/2021,7,30,0,1912,0,200
1/16/2021,7,45,0,1904,0,37
1/16/2021,7,53,0,4202,0,45
1/16/2021,7,66,0,1048,0,8
1/16/2021,7,41,1,1902,0,25
1/16/2021,7,50,0,1531,0,32
1/16/2021,7,45,0,5203,1,606.5
1/16/2021,7,61,0,378,0,10
1/16/2021,7,66,0,4658,0,36
1/16/2021,7,54,1,2208,0,229.5
1/16/2021,7,63,0,2468,0,62
1/16/2021,7,56,0,4286,0,7
1/16/2021,7,62,0,1974,0,150
1/16/2021,7,39,0,2306,0,465
1/16/2021,7,36,0,93,0,469.5
1/16/2021,7,62,0,2944,0,96.3
1/16/2021,7,55,0,9004,0,73
1/16/2021,7,47,0,2188,0,98
1/16/2021,7,41,0,2280,0,26
1/16/2021,7,45,1,2816,0,155
1/16/2021,7,66,0,518,0,31
1/16/2021,7,74,0,6038,0,340
1/16/2021,7,57,0,11844,0,152
1/16/2021,7,72,0,1534,0,45
1/16/2021,7,58,0,10979,0,506
1/16/2021,7,47,0,1689,0,11.5
1/16/2021,7,74,0,1554,0,46
1/16/2021,7,66,0,3390,0,634
1/16/2021,7,58,0,294,0,26
1/16/2021,7,70,0,760,1,220
1/16/2021,7,69,0,1861,0,229.5
1/16/2021,7,29,0,1228,0,14
1/16/2021,7,66,0,6738,0,162
1/16/2021,7,73,1,296,0,33
1/16/2021,7,60,0,3892,0,15
1/16/2021,7,62,1,6580,0,109
1/16/2021,7,74,0,5188,0,12
1/16/2021,7,47,0,1537,0,1525
1/16/2021,7,58,1,1393,0,20
1/16/2021,7,57,0,593,0,20
1/16/2021,7,47,0,280,0,30
1/16/2021,7,46,0,2294,0,59
1/16/2021,7,46,0,1211,0,99.85
1/16/2021,7,53,0,6290,0,40
1/16/2021,7,58,0,5221,0,376
1/16/2021,7,65,0,4688,0,320
1/16/2021,7,75,0,287,0,218
1/16/2021,7,40,0,3353,0,26
1/16/2021,7,37,0,360,1,100
1/16/2021,7,73,0,2701,0,99
1/16/2021,7,67,1,13961,0,146.5
1/16/2021,7,58,0,611,0,29
1/16/2021,7,23,0,381,0,20
1/16/2021,7,70,0,1530,0,408
1/16/2021,7,72,0,85,0,15
1/16/2021,7,69,0,13536,0,95.8
1/16/2021,7,26,0,407,0,533
1/16/2021,7,86,0,3327,0,282.5
1/16/2021,7,42,1,4677,0,188.5
1/16/2021,7,28,0,2568,0,165
1/16/2021,7,90,1,10685,0,170
1/16/2021,7,42,0,1110,1,10
1/16/2021,7,79,0,7759,0,140
1/16/2021,7,64,0,3935,0,41.66
1/16/2021,7,65,0,1568,0,10
1/16/2021,7,50,0,74,0,10
1/16/2021,7,46,0,1441,0,30
1/16/2021,7,45,0,3725,0,119
1/16/2021,7,56,0,6320,0,8
1/16/2021,7,59,0,1050,1,69.5
1/16/2021,7,45,1,4400,0,15
1/16/2021,7,34,0,120,1,99.5
1/16/2021,7,70,0,289,1,84
1/16/2021,7,69,0,1031,0,126
1/16/2021,7,61,0,1357,0,61.5
1/16/2021,7,28,0,79,1,100
1/16/2021,7,54,0,3602,0,48
1/16/2021,7,32,0,111,0,20
1/16/2021,7,60,0,1452,1,10
1/16/2021,7,26,0,1441,0,5
1/16/2021,7,27,0,585,0,25
1/16/2021,7,64,0,3200,0,177
1/16/2021,7,51,0,2061,0,20
1/16/2021,7,47,0,2435,0,90
1/16/2021,7,52,0,30,0,110
1/16/2021,7,36,0,17,1,800
1/16/2021,7,75,0,13708,0,507.5
1/16/2021,7,44,0,368,1,322
1/16/2021,7,38,1,3593,1,56
1/16/2021,7,28,0,614,0,1
1/16/2021,7,56,0,5945,0,128
1/16/2021,7,54,0,4677,0,517
1/16/2021,7,43,0,4978,0,272
1/16/2021,7,34,0,2079,0,50
1/16/2021,7,40,0,2207,0,1
1/16/2021,7,73,0,8118,0,40
1/16/2021,7,40,0,2278,0,25
1/16/2021,7,51,0,2285,0,3
1/16/2021,7,70,1,3102,0,19
1/16/2021,7,35,0,3782,0,4
1/16/2021,7,59,0,3381,0,2
1/16/2021,7,61,0,7332,0,56.95
1/16/2021,7,54,0,5148,0,4
1/16/2021,7,57,0,9556,0,90
1/16/2021,7,44,0,7119,0,1132.5
1/16/2021,7,62,1,7389,0,447
1/16/2021,7,65,0,5797,0,185.66
1/16/2021,7,74,0,16969,0,36
1/16/2021,7,69,0,6966,0,217
1/16/2021,7,53,0,9077,0,307
1/16/2021,7,22,0,258,0,300
1/16/2021,7,57,0,21,0,25
1/16/2021,7,40,0,1526,0,49
1/16/2021,7,30,0,1138,0,16
1/16/2021,7,35,0,2622,0,10
1/16/2021,7,35,0,1177,0,60
1/16/2021,7,82,1,997,0,9
1/16/2021,7,52,0,4397,0,221
1/16/2021,7,58,0,8129,0,305.11
1/16/2021,7,65,0,5567,0,148
1/16/2021,7,60,0,6182,0,686.5
1/16/2021,7,35,0,1854,1,100
1/16/2021,7,72,0,1057,1,180
1/16/2021,7,63,0,288,0,15.5
1/16/2021,7,76,0,1554,0,82.25
1/16/2021,7,47,0,201,0,14.5
1/16/2021,7,48,0,2424,0,227.5
1/16/2021,7,58,0,84,1,60
1/16/2021,7,59,0,1666,0,56
1/16/2021,7,37,0,367,0,20
1/16/2021,7,64,0,9469,0,21.5
1/16/2021,7,31,0,1759,0,3
1/16/2021,7,63,0,5093,0,94
1/16/2021,7,69,0,259,0,19
1/16/2021,7,48,0,7688,0,40
1/16/2021,7,22,0,989,0,19
1/16/2021,7,27,0,0,0,47
1/16/2021,7,62,0,6889,0,4
1/16/2021,7,72,1,12729,0,35
1/16/2021,7,57,0,847,0,61
1/16/2021,7,62,1,4304,0,10
1/16/2021,7,31,0,1561,0,100
1/16/2021,7,63,0,946,0,3
1/16/2021,7,57,0,128,1,54.5
1/16/2021,7,60,0,2127,0,6
1/16/2021,7,74,1,1472,0,4
1/16/2021,7,80,0,17095,0,44
1/16/2021,7,28,0,11,0,2
1/16/2021,7,71,0,13473,0,362.7
1/16/2021,7,43,0,2994,0,380
1/16/2021,7,40,0,75,0,120
1/16/2021,7,47,0,4246,0,82
1/16/2021,7,63,0,5994,0,149
1/16/2021,7,36,0,642,0,78
1/16/2021,7,56,0,1540,0,69
1/16/2021,7,62,0,1327,0,74
1/16/2021,7,48,0,2404,0,100
1/16/2021,7,66,0,5045,0,188
1/16/2021,7,55,0,778,1,107.5
1/16/2021,7,35,0,820,0,95
1/16/2021,7,48,0,8156,0,50
1/16/2021,7,54,0,263,0,245
1/16/2021,7,52,0,302,0,5
1/16/2021,7,66,0,10693,0,314
1/16/2021,7,40,1,1996,0,10
1/16/2021,7,28,0,2297,0,50
1/16/2021,7,72,0,3999,0,239
1/16/2021,7,25,0,192,1,1965.5
1/16/2021,7,62,0,8500,0,19
1/16/2021,7,56,0,1591,0,30
1/16/2021,7,74,0,1002,0,71
1/16/2021,7,67,0,1280,0,9
1/16/2021,7,46,0,1919,0,221
1/16/2021,7,71,0,63,0,190
1/16/2021,7,69,0,921,0,103
1/16/2021,7,67,0,1806,0,97
1/16/2021,7,46,0,4095,0,55
1/16/2021,7,23,1,414,0,2
1/16/2021,7,72,0,211,1,60
1/16/2021,7,33,0,1601,0,50
1/16/2021,7,60,0,279,0,2
1/16/2021,7,65,0,1433,0,112.5
1/16/2021,7,61,0,7629,0,60.5
1/16/2021,7,75,0,1975,0,113
1/16/2021,7,64,0,1967,0,9
1/16/2021,7,33,0,3200,0,1165
1/16/2021,7,63,0,5262,0,12
1/16/2021,7,58,0,5390,0,28
1/16/2021,7,64,0,602,0,17
1/16/2021,7,50,0,4026,0,25
1/16/2021,7,45,0,2372,0,77
1/16/2021,7,39,0,360,0,126
1/16/2021,7,75,0,7807,0,26
1/16/2021,7,41,0,133,0,10
1/16/2021,7,55,1,3382,0,239.5
1/16/2021,7,26,0,131,1,325
1/16/2021,7,67,0,4326,0,108
1/16/2021,7,39,0,3511,0,939.5
1/16/2021,7,71,0,246,0,40
1/16/2021,7,64,0,49,1,3
1/16/2021,7,56,0,3901,0,240
1/16/2021,7,59,0,1040,0,75
1/16/2021,7,67,0,388,0,1
1/16/2021,7,40,0,300,0,738
1/16/2021,7,48,0,5937,0,20
1/16/2021,7,39,0,2670,1,4
1/16/2021,7,64,0,12678,0,1730
1/16/2021,7,39,0,2332,0,10
1/16/2021,7,24,0,803,0,4
1/16/2021,7,70,0,281,0,34
1/16/2021,7,67,0,1344,0,54
1/16/2021,7,60,0,2095,0,129.25
1/16/2021,7,76,0,5289,0,92.5
1/16/2021,7,35,0,4599,0,20
1/16/2021,7,45,0,8057,0,10
1/16/2021,7,58,1,7305,0,164.52
1/16/2021,7,44,0,6976,0,92
1/16/2021,7,62,0,7694,0,18
1/16/2021,7,41,0,1834,1,6
1/16/2021,7,64,0,4113,1,29
1/16/2021,7,44,0,4154,0,1136.5
1/16/2021,7,34,0,3034,0,40
1/16/2021,7,37,0,2652,0,64.5
1/16/2021,7,80,0,294,0,284.6
1/16/2021,7,81,0,4511,0,86
1/16/2021,7,47,0,1913,0,192
1/16/2021,7,62,0,14218,0,463
1/16/2021,7,49,0,4953,1,50
1/16/2021,7,69,1,5091,0,81
1/16/2021,7,54,0,2026,0,20
1/16/2021,7,34,0,1052,0,64
1/16/2021,7,67,0,1532,0,28.25
1/16/2021,7,70,0,2271,0,50
1/16/2021,7,74,0,2624,0,360
1/16/2021,7,38,0,1092,0,25
1/16/2021,7,58,0,1236,0,84
1/16/2021,7,68,0,385,0,97
1/16/2021,7,41,0,1994,0,99
1/16/2021,7,63,0,1513,0,20
1/16/2021,7,70,1,3895,0,347
1/16/2021,7,44,0,74,0,29
1/16/2021,7,55,0,1588,0,57
1/16/2021,7,51,0,173,0,59.5
1/16/2021,7,48,0,1482,1,49
1/16/2021,7,64,0,12420,0,174
1/16/2021,7,51,0,1757,0,264
1/16/2021,7,64,0,12825,0,86
1/16/2021,7,84,0,1910,0,52
1/16/2021,7,41,0,665,0,13
1/16/2021,7,39,1,1676,0,19
1/16/2021,7,45,0,8922,0,26.5
1/16/2021,7,67,0,1805,0,2.5
1/16/2021,7,58,0,245,1,201
1/16/2021,7,44,0,2506,0,170
1/16/2021,7,59,0,8184,0,142.2
1/16/2021,7,68,0,3203,0,224
1/16/2021,7,27,0,1391,1,61
1/16/2021,7,25,0,975,0,100
1/16/2021,7,64,0,4519,0,139
1/16/2021,7,43,0,6743,0,18
1/16/2021,7,21,0,87,1,250
1/16/2021,7,43,1,1819,0,62
1/16/2021,7,35,0,79,1,50
1/16/2021,7,48,0,4285,0,845.11
1/16/2021,7,69,0,1279,0,22
1/16/2021,7,61,1,5195,0,362.5
1/16/2021,7,56,0,5239,0,1782
1/16/2021,7,57,1,436,0,22.5
1/16/2021,7,75,0,6749,0,104
1/16/2021,7,38,0,4267,0,17.5
1/16/2021,7,40,0,808,0,19.19
1/16/2021,7,75,1,4012,0,605.25
1/16/2021,7,39,0,3354,0,60
1/16/2021,7,23,0,715,0,483
1/16/2021,7,73,1,135,1,4
1/16/2021,7,68,0,7521,0,25
1/16/2021,7,47,0,4293,0,5
1/16/2021,7,62,0,1914,0,533.5
1/16/2021,7,51,0,3766,0,46
1/16/2021,7,35,1,1,0,14.5
1/16/2021,7,77,0,1547,0,60
1/16/2021,7,53,1,2470,0,28.12
1/16/2021,7,74,0,288,0,31
1/16/2021,7,71,0,435,0,1088
1/16/2021,7,23,0,1306,1,50
1/16/2021,7,51,0,1058,1,4
1/16/2021,7,30,1,1763,0,47
1/16/2021,7,61,1,2908,0,163
1/16/2021,7,59,0,270,0,12
1/16/2021,7,66,0,1066,0,100
1/16/2021,7,66,0,5940,0,5
1/16/2021,7,51,0,4495,0,20
1/16/2021,7,72,0,286,0,430
1/16/2021,7,24,0,185,0,163.5
1/16/2021,7,64,0,219,1,220
1/16/2021,7,67,0,2116,0,24
1/16/2021,7,67,0,5038,0,69
1/16/2021,7,54,0,6994,0,208
1/16/2021,7,53,1,6774,0,156
1/16/2021,7,45,0,3539,0,82
1/16/2021,7,38,0,1299,1,200
1/16/2021,7,72,0,2412,0,36
1/16/2021,7,28,0,2093,0,120
1/16/2021,7,41,0,182,1,237
1/16/2021,7,43,0,2137,0,36
1/16/2021,7,44,0,728,1,157
1/16/2021,7,40,0,4502,0,280
1/16/2021,7,38,0,875,0,830
1/16/2021,7,71,0,12581,0,70
1/16/2021,7,55,0,2844,0,10
1/16/2021,7,50,0,2222,0,99.5
1/16/2021,7,57,0,1385,0,591
1/16/2021,7,62,0,728,0,180
1/16/2021,7,57,1,5815,0,410
1/16/2021,7,32,0,0,0,30
1/16/2021,7,38,0,360,0,67
1/16/2021,7,88,0,8800,0,20
1/16/2021,7,54,0,296,0,52.5
1/16/2021,7,75,0,1903,1,60
1/16/2021,7,44,0,387,0,319
1/16/2021,7,52,0,84,1,365
1/16/2021,7,32,0,145,1,50
1/16/2021,7,61,0,1452,0,4.5
1/16/2021,7,56,1,289,0,22
1/16/2021,7,52,1,2303,0,45
1/16/2021,7,70,0,1199,0,460
1/16/2021,7,25,0,83,1,595
1/16/2021,7,67,0,12966,0,162
1/16/2021,7,65,1,2225,0,30
1/16/2021,7,80,0,4756,0,114
1/16/2021,7,57,0,2285,0,73
1/16/2021,7,65,0,3445,0,29
1/16/2021,7,51,1,1491,0,118.5
1/16/2021,7,41,0,85,1,5689
1/16/2021,7,37,0,1117,0,4
1/16/2021,7,58,0,2778,0,6
1/16/2021,7,64,0,1110,0,25
1/16/2021,7,75,1,7339,0,160
1/16/2021,7,31,0,1621,0,5
1/16/2021,7,61,0,12222,0,447.9
1/16/2021,7,80,0,16241,0,14.5
1/16/2021,7,65,0,4034,0,115.5
1/16/2021,7,22,0,210,1,30
1/16/2021,7,68,0,1649,0,80
1/16/2021,7,70,0,3090,0,352.5
1/16/2021,7,40,0,67,0,125
1/16/2021,7,32,0,2436,0,10
1/16/2021,7,47,0,8,1,50
1/16/2021,7,27,0,1856,1,383
1/16/2021,7,67,1,4242,0,18.5
1/16/2021,7,38,0,3591,0,69.5
1/16/2021,7,29,0,3439,0,40
1/16/2021,7,71,0,1197,0,56.5
1/16/2021,7,49,0,3943,0,100
1/16/2021,7,56,1,5187,0,312
1/16/2021,7,82,0,1111,1,1
1/16/2021,7,56,0,304,0,65
1/16/2021,7,53,0,1191,0,648
1/16/2021,7,28,0,2617,0,35
1/16/2021,7,64,0,2840,0,20
1/16/2021,7,48,1,3861,0,20
1/16/2021,7,62,0,3933,0,25
1/16/2021,7,34,0,48,0,103.5
1/16/2021,7,60,0,14710,0,155.42
1/16/2021,7,28,0,127,1,354
1/16/2021,7,75,1,6137,0,10
1/16/2021,7,54,0,8116,0,200
1/16/2021,7,58,0,8919,0,1034
1/16/2021,7,57,0,1667,0,1668
1/16/2021,7,31,0,2692,0,176
1/16/2021,7,28,0,1329,0,200
1/16/2021,7,76,1,3535,0,10
1/16/2021,7,20,0,387,0,80
1/16/2021,7,68,0,3472,0,47.5
1/16/2021,7,57,0,6774,0,422
1/16/2021,7,34,0,1931,0,111
1/16/2021,7,39,0,544,0,96
1/16/2021,7,40,0,49,1,297.5
1/16/2021,7,51,0,6805,0,133.83
1/16/2021,7,25,0,1609,0,54.5
1/16/2021,7,85,0,8772,0,21
1/16/2021,7,45,0,2030,0,20
1/16/2021,7,42,0,693,1,10
1/16/2021,7,45,0,280,0,10
1/16/2021,7,66,1,4138,0,10
1/16/2021,7,43,0,1204,0,346
1/16/2021,7,53,0,7124,0,169
1/16/2021,7,66,0,339,0,150
1/16/2021,7,64,0,12061,0,1429
1/16/2021,7,64,0,1602,0,1
1/16/2021,7,28,0,802,0,200
1/16/2021,7,78,1,6131,0,24.5
1/16/2021,7,66,0,629,1,30
1/16/2021,7,53,1,5955,0,40
1/16/2021,7,76,0,11096,0,236.5
1/16/2021,7,48,0,1793,0,46.2
1/16/2021,7,69,0,243,0,1713.5
1/16/2021,7,67,0,13,1,426
1/16/2021,7,33,0,187,1,50
1/16/2021,7,70,0,2259,0,168.5
1/16/2021,7,55,0,3677,0,300
1/16/2021,7,51,1,3229,0,74
1/16/2021,7,33,0,2178,0,131
1/16/2021,7,65,0,294,0,396.27
1/16/2021,7,27,0,2334,0,10
1/16/2021,7,62,0,8043,0,100
1/16/2021,7,65,0,1771,0,5
1/16/2021,7,34,0,3884,0,100
1/16/2021,7,53,0,1579,0,89
1/16/2021,7,45,0,756,0,63.5
1/16/2021,7,63,0,516,1,37
1/16/2021,7,63,0,1186,0,629.44
1/16/2021,7,56,0,3639,0,62.5
1/16/2021,7,49,0,1092,0,30
1/16/2021,7,22,0,173,1,100
1/16/2021,7,71,1,616,0,28
1/16/2021,7,49,0,1830,0,122
1/16/2021,7,64,0,2195,0,15
1/16/2021,7,74,0,5582,0,37.5
1/16/2021,7,46,0,2997,0,160
1/16/2021,7,36,1,2092,0,15
1/16/2021,7,35,0,3853,0,28
1/16/2021,7,51,0,169,0,103
1/16/2021,7,54,0,271,0,251
1/16/2021,7,67,0,436,0,10
1/16/2021,7,36,0,1301,0,20
1/16/2021,7,48,0,6472,0,41
1/16/2021,7,51,1,4831,0,21
1/16/2021,7,38,0,632,0,5
1/16/2021,7,45,0,7618,0,625.99
1/16/2021,7,42,0,4140,0,90
1/16/2021,7,24,0,1660,0,110
1/16/2021,7,44,0,260,1,190
1/16/2021,7,49,0,183,0,10
1/16/2021,7,59,0,8965,0,190.5
1/16/2021,7,80,0,4391,0,77
1/16/2021,7,33,0,2856,0,165
1/16/2021,7,85,0,12841,0,87.5
1/16/2021,7,47,0,1701,0,384.5
1/16/2021,7,36,0,3039,0,21
1/16/2021,7,42,0,802,0,182.5
1/16/2021,7,60,0,2611,0,133
1/16/2021,7,66,0,252,0,51
1/16/2021,7,66,0,8501,0,80
1/16/2021,7,42,0,3124,0,30
1/16/2021,7,66,1,8240,0,6818.5
1/16/2021,7,73,0,2936,0,71
1/16/2021,7,57,0,3161,0,65.5
1/16/2021,7,56,0,1903,0,25
1/16/2021,7,66,0,292,0,67.14
1/16/2021,7,80,0,407,0,30
1/16/2021,7,64,0,8172,0,201
1/16/2021,7,52,0,7071,0,274
1/16/2021,7,51,0,2450,0,50
1/16/2021,7,50,0,1142,0,5
1/16/2021,7,59,0,2667,0,40
1/16/2021,7,72,0,287,0,553
1/16/2021,7,52,0,101,1,459.5
1/16/2021,7,72,0,14045,0,110
1/16/2021,7,78,0,12796,0,11.4
1/16/2021,7,54,0,74,0,10
1/16/2021,7,52,0,2918,0,50
1/16/2021,7,74,0,2972,0,197
1/16/2021,7,85,0,16349,0,6.5
1/16/2021,7,63,1,45,0,5
1/16/2021,7,73,0,1116,0,20
1/16/2021,7,40,0,688,0,88.25
1/16/2021,7,22,0,400,0,2
1/16/2021,7,20,0,11,0,2
1/16/2021,7,20,0,301,0,5
1/16/2021,7,54,0,5450,0,20
1/16/2021,7,61,0,14371,0,100
1/16/2021,7,65,0,1023,0,185
1/16/2021,7,26,1,1777,0,59
1/16/2021,7,53,0,69,0,75
1/16/2021,7,66,0,12575,0,72
1/16/2021,7,55,1,8038,0,97
1/16/2021,7,63,0,1300,0,28
1/16/2021,7,70,0,163,1,205
1/16/2021,7,59,0,7596,0,1596.84
1/16/2021,7,44,0,1638,0,10
1/16/2021,7,30,0,1395,0,187
1/16/2021,7,58,0,1125,0,50
1/16/2021,7,46,0,8125,0,468
1/16/2021,7,79,0,294,0,56.5
1/16/2021,7,28,0,1569,0,266
1/16/2021,7,27,0,1571,0,50
1/16/2021,7,40,0,1149,0,106
1/16/2021,7,26,0,2310,0,12
1/16/2021,7,51,0,2492,0,148
1/16/2021,7,66,0,9846,0,103.5
1/16/2021,7,75,0,2477,0,3
1/16/2021,7,53,0,2633,0,330
1/16/2021,7,36,0,1433,0,3459
1/16/2021,7,82,0,8743,0,25
1/16/2021,7,47,1,4783,0,345
1/16/2021,7,72,1,6262,0,30
1/16/2021,7,69,0,12836,0,189
1/16/2021,7,69,0,7744,0,99
1/16/2021,7,63,0,854,0,64
1/16/2021,7,65,0,5869,0,441.5
1/16/2021,7,52,0,1527,0,5
1/16/2021,7,55,0,6629,0,13.5
1/16/2021,7,63,0,3696,0,100
1/16/2021,7,50,0,4469,0,18.5
1/16/2021,7,60,0,10043,0,237
1/16/2021,7,89,0,1533,0,20.5
1/16/2021,7,63,1,5747,0,13
1/16/2021,7,53,0,1834,0,20
1/16/2021,7,44,0,5009,0,957.21
1/16/2021,7,60,1,4205,0,41
1/16/2021,7,37,0,2414,0,6815
1/16/2021,7,44,0,5187,0,83.5
1/16/2021,7,51,1,7,0,33
1/16/2021,7,24,0,944,0,100
1/16/2021,7,73,0,3599,0,32
1/16/2021,7,86,0,1718,0,80.5
1/16/2021,7,76,0,295,0,75
1/16/2021,7,57,1,3778,0,126
1/16/2021,7,52,0,160,0,79
1/16/2021,7,73,0,9906,0,15
1/16/2021,7,52,0,302,0,20
1/16/2021,7,52,0,4834,0,25
1/16/2021,7,46,0,2558,0,20
1/16/2021,7,67,0,295,0,731.3
1/16/2021,7,34,0,995,0,298
1/16/2021,7,74,1,5658,0,70
1/16/2021,7,62,0,553,0,260
1/16/2021,7,59,0,3321,0,776.2
1/16/2021,7,31,0,438,1,10
1/16/2021,7,39,1,824,0,71
1/16/2021,7,62,0,216,0,7
1/16/2021,7,66,1,3207,0,21
1/16/2021,7,68,0,399,0,22
1/16/2021,7,43,0,739,1,10
1/16/2021,7,75,0,3019,0,37
1/16/2021,7,58,0,280,0,36
1/16/2021,7,24,0,433,0,20
1/16/2021,7,58,0,12005,0,150
1/16/2021,7,63,0,1210,0,23
1/16/2021,7,27,0,1351,0,31.79
1/16/2021,7,53,0,465,0,37
1/16/2021,7,44,0,288,0,1
1/16/2021,7,74,0,1595,0,4.5
1/16/2021,7,75,1,3833,0,1
1/16/2021,7,62,0,2163,0,160
1/16/2021,7,42,0,298,0,71
1/16/2021,7,57,0,1327,1,3
1/16/2021,7,34,0,2265,0,10
1/16/2021,7,71,0,1018,0,183.5
1/16/2021,7,56,0,2479,0,81.5
1/16/2021,7,49,0,3693,0,296.5
1/16/2021,7,83,0,122,1,7
1/16/2021,7,65,0,12225,0,5
1/16/2021,7,49,0,11,0,7.5
1/16/2021,7,55,0,9060,0,115
1/16/2021,7,68,0,1017,0,150
1/16/2021,7,38,1,1785,0,139.5
1/16/2021,7,25,0,625,0,443.5
1/16/2021,7,54,0,3232,0,65
1/16/2021,7,68,0,4158,0,91
1/16/2021,7,48,0,2326,0,1
1/16/2021,7,68,1,1133,0,171
1/16/2021,7,42,0,3585,0,25
1/16/2021,7,29,0,398,0,157
1/16/2021,7,43,0,798,0,36
1/16/2021,7,86,0,17,0,54
1/16/2021,7,51,0,1596,0,26
1/16/2021,7,68,0,3809,0,23
1/16/2021,7,35,0,4198,0,65
1/16/2021,7,47,0,3741,0,11
1/16/2021,7,62,0,2472,0,17.5
1/16/2021,7,77,0,266,0,238
1/16/2021,7,21,0,71,1,250
1/16/2021,7,40,0,253,0,53
1/16/2021,7,60,0,7292,0,593.5
1/16/2021,7,39,0,44,1,150
1/16/2021,7,31,0,803,0,16
1/16/2021,7,63,0,4824,0,5784
1/16/2021,7,44,0,3571,0,1097.8
1/16/2021,7,40,0,5181,0,480
1/16/2021,7,38,0,5961,0,414
1/16/2021,7,21,0,115,0,184.5
1/16/2021,7,35,0,1969,0,31
1/16/2021,7,49,0,1541,0,35
1/16/2021,7,41,0,6861,0,218
1/16/2021,7,39,0,2207,0,150
1/16/2021,7,52,0,6476,0,65
1/16/2021,7,75,0,247,0,40
1/16/2021,7,75,0,15270,0,116
1/16/2021,7,26,0,59,1,100
1/16/2021,7,42,0,2430,0,50.5
1/16/2021,7,67,0,1547,0,30
1/16/2021,7,72,0,14518,0,36
1/16/2021,7,64,0,281,0,100
1/16/2021,7,23,0,73,0,164
1/16/2021,7,71,1,9880,0,14.5
1/16/2021,7,34,0,2630,0,54
1/16/2021,7,83,0,5313,0,76
1/16/2021,7,67,1,6139,0,324
1/16/2021,7,59,0,5827,0,4
1/16/2021,7,47,0,1538,0,33
1/16/2021,7,29,0,802,0,101
1/16/2021,7,75,1,2691,0,29
1/16/2021,7,78,0,6156,0,215
1/16/2021,7,50,0,294,0,20.5
1/16/2021,7,30,0,486,1,397
1/16/2021,7,58,0,2606,0,407
1/16/2021,7,55,0,1183,0,789.35
1/16/2021,7,52,0,4166,0,120
1/16/2021,7,66,0,1463,0,77
1/16/2021,7,42,0,1685,0,10
